Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Exam Tips: Certified Associate in Project Management (CAPM)® (2018),"Learn key tips and insights to help you pass the Certified Associate in Project Management (CAPM)® exam on your first attempt. This course has been updated for the latest CAPM® exam objectives, and guides you through the examination process from beginning to end. Instructor Oliver Yarbrough shares straightforward, step-by-step methods for successfully taking and passing this exam. He reviews best practices and terminology, provides tips for managing your time most effectively, and shares his methodology for approaching the test questions.",Course,N/A,N/A,true,N/A,
Building RESTful APIs in Laravel (2018),"Laravel is one of the most popular PHP frameworks for building elegant applications. In this course, learn how to build a RESTful API using Laravel. Instructor Justin Yost goes over some of the basic pieces of the framework, and then covers how to build a browse, read, edit, add, and delete (BREAD) API in Laravel. He then shares how to customize your API, including how to load related data or subresources for a primary record, return nested data, and create a logging and rate limit middleware. He also explores how to use Behat to test your API and ensure that it works as expected.",Course,2018-06-09 07:16 UTC,N/A,true,N/A,
Data Fluency: Exploring and Describing Data (2019),"Data analysis isn’t just for specialists who need to make sense of massive datasets. Decision-makers in every industry can benefit from a basic understanding of the goals and concepts of applied data analysis. In this course, join Barton Poulson as he focuses on the fundamentals of data fluency, or the ability to work with data to extract insights and determine your next steps. Barton shows how exploring data with graphs and describing data with statistics can help you reach your goals and make better decisions. Instead of focusing on particular tools, he concentrates on general procedures that can help you solve specific problems. Find out how to prepare data, explore it visually, and use statistical methods to describe it.",Course,2022-08-20 03:04 UTC,N/A,false,N/A,
Managing a Customer Service Team,"Secrets to managing customer service teams are revealed in this course by customer service expert Jeff Toister. Learn what separates great service from poor service, and how to set service team goals. Find out how to set up a team and customers for success, explore smart ways to measure service levels, and learn about the true cost of poor service. Plus, explore ways to optimize delivery to provide service that's faster, less costly, and better.",Course,2021-05-08 06:16 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:580643,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:580643,Course,N/A,N/A,true,N/A,
Negotiating Your Salary (2012),"In this course, author Valerie Sutton shows smart ways to set up a foundation for negotiating your salary, discuss your strengths, and follow up to achieve agreement. Discover how to research the salary range for the position you're applying for, put it in the context of your salary history, and make a persuasive request. Whether you're at your current job or making a leap to the next, this course will help compare your expectations and performance with others, and negotiate for not only the best take-home pay, but also a combination of benefits, such as vacation days and flextime, that work for both you and your employer.",Course,2018-08-04 07:52 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:677176,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:677176,Course,2018-08-11 10:09 UTC,N/A,false,N/A,
InDesign 2021 Essential Training,"InDesign is an essential tool for design firms, ad agencies, magazines, newspapers, book publishers, and freelance designers around the world. In this course, instructor David Blatner presents a thorough explanation of the core features and techniques that make this powerful page-layout application fun and easy to use, providing a foundation upon which advanced skills and workflows can be built. David gets you up to speed fast, with a quick start chapter that teaches you the basics in less than 20 minutes. Then he dives into the details, including managing documents and pages, editing text and graphics, creating interactive documents, and much more. Take the entire course, or focus on just the features you need to learn. Every lesson brings you one step closer to InDesign proficiency—an essential skill for any career in design or publishing.",Course,2022-03-08 08:22 UTC,N/A,false,N/A,
"Leveraging AI for Governance, Risk, and Compliance","AI is one of the biggest topics in cybersecurity right now, and unsurprisingly, that includes the area of governance, risk, and compliance. In this course, cybersecurity manager Terra Cooke explores risk management, legal considerations, and other ways AI can integrate into a GRC environment. Terra covers different aspects of GRC work that could benefit from AI–while keeping in mind that it is not a fix-all solution for all problems. She analyzes roles, responsibilities, and the pros and cons to consider before moving forward with AI solutions. Plus, hear about the factors you should look into before agreeing to the terms and conditions of an AI program.",Course,2025-12-20 18:04 UTC,N/A,false,N/A,
Building Web APIs with Flask,"Note: <em>Web API Development with Flask</em> was created by Packt Publishing. It was originally released on 1/30/16. We are pleased to host this training in our library.<br><br>Regardless of platform, you will need to build APIs to serve data between different client applications and endpoints. Good APIs are a necessity for web and mobile projects, especially with the modern, mobile-first approach to development. This course delivers the fundamental knowledge required to enable highly connected interactions between applications via RESTful web APIs. Follow along with Gergo Bogdan and learn how to build up and structure an effective web API that can be used by any client application accessing it over HTTP, using Flask, the Python microframework.<br><br>
 
Find out how to implement CRUD operations using SQLAlchemy and MySQL as the data store. Get an understanding of how REST works relative to APIs, and learn how to test APIs written in Python with the support of Flask. Explore token-based authentication and find out how to store passwords securely in your database. Along the way, Gergo introduces best practices and design guidelines when building large applications.",Course,N/A,N/A,true,N/A,
